text,author
"Many men may scoff at his dread; but he read the future; and the peace of Perdita was too dear to him, her speechless agony too certain, and too fearful, not to unman him.",MWS
But man is a strange animal.,MWS
"We only realised, with the blackest of apprehensions, that the apparently disembodied chatter was beyond a doubt in the Dutch language.",HPL
"As I sat, a train of reflection occurred to me which led me to consider the effects of what I was now doing.",MWS
"And now it is ended; there is my last victim"" I was at first touched by the expressions of his misery; yet, when I called to mind what Frankenstein had said of his powers of eloquence and persuasion, and when I again cast my eyes on the lifeless form of my friend, indignation was rekindled within me.",MWS
Yet why were these gentle beings unhappy?,MWS
I contracted my view to England.,MWS
"There was some talk of searching the woods, but most of the family's friends were busy with the dead woman and the screaming man.",HPL
Why did he write them?,MWS
"Where can any of us go?""",MWS
"There was time for a little conversation before leaving for breakfast and college, so Gilman hurriedly poured forth an account of his recent dreams and fears.",HPL
"With this throng I mingled, though I knew I belonged with the hosts rather than with the guests.",HPL
"I panted for enterprises beyond my childish exploits, and formed distempered dreams of future action.",MWS
"The intense life that quickened my pulses, and animated my frame, had the effect, not of drawing me into the mazes of active life, but of exalting my lowliness, and of bestowing majestic proportions on insignificant objects I could have lived the life of a peasant in the same way my trifling occupations were swelled into important pursuits; my affections were impetuous and engrossing passions, and nature with all her changes was invested in divine attributes.",MWS
"With sails abaft, the engine stopt, the vessel remained unwillingly stationary, until, after an hour's search, my poor Perdita was brought on board.",MWS
"In Sir Robert married a daughter of the seventh Viscount Brightholme and was subsequently blessed with three children, the eldest and youngest of whom were never publicly seen on account of deformities in mind and body.",HPL
"He manifested the greatest eagerness to be upon deck to watch for the sledge which had before appeared; but I have persuaded him to remain in the cabin, for he is far too weak to sustain the rawness of the atmosphere.",MWS
"It had looked at me as it died, and its eyes had the same odd quality that marked those other eyes which had stared at me underground and excited cloudy recollections.",HPL
"In , under the benign rule of the Ostrogoth Theodoric, we behold him as a teacher of rhetoric at Rome, and in he held the consulship together with Pompilius Numantius Bombastes Marcellinus Deodamnatus.",HPL
"Enter the house of mourning, my friend, but with kindness and affection for those who love you, and not with hatred for your enemies.",MWS
"""There he lies, white and cold in death.",MWS
"In his second son, Nevil, a singularly repellent person who seemed to combine the surliness of Philip Jermyn with the hauteur of the Brightholmes, ran away with a vulgar dancer, but was pardoned upon his return in the following year.",HPL
"Yet could England indeed doff her lordly trappings, and be content with the democratic style of America?",MWS
In the end I did find something; something of such vague but monstrous import that I set about at once to examine the cellar of the shunned house itself with a new and excited minuteness.,HPL
"He had, he said, gone to sleep one afternoon about sundown after drinking much liquor.",HPL
"His cloaths were of rusty brown, much wrinkled, and with more than one Button missing.",HPL
they took Bennett and Tobey first . . . on each side of us. . .,HPL
"The curtains, still clutched in his right hand as his left clawed out at me, grew taut and finally crashed down from their lofty fastenings; admitting to the room a flood of that full moonlight which the brightening of the sky had presaged.",HPL
